Interface_Temp,Fan_FanTray1Fan1Sensor1,Fan_FanTray2Fan1Sensor1,Fan_FanTray3Fan1Sensor1,Fan_FanTray4Fan1Sensor1,rack_unit,Device_local_sn,SFP_manufacturer,SFP_model,fan_speed_mean
63.6,17751,17647,17543,17341,4,JPE21045675,Intel Corp,SPTSHP2PMCDF,17570.5
63.6,15873,15957,15873,15706,9,JPE22230151,Intel Corp,SPTSHP2PMCDF,15852.25
63.6,15151,15000,15075,15151,37,JPA22362529,Intel Corp,SPTSHP2PMCDF,15094.25
63.6,15151,15000,15075,15151,37,JPA22362529,Intel Corp,SPTSHP2PMCDF,15094.25
63.6,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.6,16304,16666,16574,16393,15,JPE22230201,Intel Corp,SPTSHP2PMCDF,16484.25
63.6,14354,14354,14492,14423,34,JPE21071543,Intel Corp,SPTSHP2PMCDF,14405.75
63.6,13452,13824,13953,13392,4,JPA22473707,Intel Corp,SPTSHP2PMCDF,13655.25
63.6,13452,13824,13953,13392,4,JPA22473707,Intel Corp,SPTSHP2PMCDF,13655.25
63.6,13274,13274,13274,13274,1,JPE21381313,Finisar,FCBN425QF1C02-OR,13274.0
63.6,12987,12931,12987,12987,3,SGD22074873,AOI,AQPLBCQ4EDMA1072,12973.0
63.6,12096,12145,12096,12195,9,JPE22230119,Finisar,FTCD4523E2PCM-4A,12133.0
63.6,15625,15463,15789,15789,6,JPA22242203,Intel Corp,SPTSHP2PMCDF,15666.5
63.6,15625,15463,15789,15789,6,JPA22242203,Intel Corp,SPTSHP2PMCDF,15666.5
63.6,16042,16042,16129,16042,38,JPA22231458,Intel Corp,SPTSHP2PMCDF,16063.75
63.6,16042,16042,16129,16042,38,JPA22231458,Intel Corp,SPTSHP2PMCDF,16063.75
63.6,15625,14492,15384,15706,6,JPA22241934,Intel Corp,SPTSHP2PMCDF,15301.75
63.6,16216,16042,16574,15957,11,JPE22200150,Intel Corp,SPTSHP2PMCDF,16197.25
63.6,14634,14705,15151,14851,9,JPE22230474,Intel Corp,SPTSHP2PMCDF,14835.25
63.6,14634,14705,15151,14851,9,JPE22230474,Intel Corp,SPTSHP2PMCDF,14835.25
63.6,15463,15625,15384,15151,9,JPE22230198,Intel Corp,SPTSHP2PMCDF,15405.75
63.6,15228,15075,15151,16129,3,JPA22231684,Intel Corp,SPTSHP2PMCDF,15395.75
63.6,12931,12820,12875,12875,6,JPE21311985,Accelight,AQP100C-C-LRL,12875.25
63.6,13513,13513,13574,13513,1,SGD22074225,AOI,AQPLBCQ4EDMA1072,13528.25
63.6,16129,16042,16483,15789,37,JPA22231697,Intel Corp,SPTSHP2PMCDF,16110.75
63.6,15625,14492,15384,15706,6,JPA22241934,Intel Corp,SPTSHP2PMCDF,15301.75
63.6,15873,15706,15873,15789,24,JPE22230483,Intel Corp,SPTSHP2PMCDF,15810.25
63.6,17441,17441,17543,17751,10,JPE22230486,Intel Corp,SPTSHP2PMCDF,17544.0
63.6,13215,13636,13215,13274,11,JPE21045668,Intel Corp,SPTSHP2PMCDF,13335.0
63.5,13888,14285,13953,14218,6,JPA22473529,Intel Corp,SPTSHP2PMCDF,14086.0
63.5,14285,14354,14354,14354,34,JPA22473383,Intel Corp,SPTSHP2PMCDF,14336.75
63.5,16393,16574,16304,16759,3,JPE22230494,Intel Corp,SPTSHP2PMCDF,16507.5
63.5,14634,14925,14563,14705,10,FGN2322031P,Intel Corp,SPTSHP2PMCDF,14706.75
63.5,16483,16483,16129,16304,9,JPA22331468,Intel Corp,SPTSHP2PMCDF,16349.75
63.5,15706,15873,15957,16042,10,JPE21051927,Intel Corp,SPTSHP2PMCDF,15894.5
63.5,16129,14634,14925,14634,18,JPE22230157,Intel Corp,SPTSHP2PMCDF,15080.5
63.5,15000,15000,15151,14925,39,JPE22230191,Intel Corp,SPTSHP2PMCDF,15019.0
63.5,17500,17500,17500,17500,1,SGD22074868,Finisar,FCBN425QF1C02-OR,17500.0
63.5,15625,15463,15789,15789,6,JPA22242203,Intel Corp,SPTSHP2PMCDF,15666.5
63.5,14634,14705,15151,14851,9,JPE22230474,Intel Corp,SPTSHP2PMCDF,14835.25
63.5,15463,15625,14925,14778,38,JPE21045803,Intel Corp,SPTSHP2PMCDF,15197.75
63.5,15625,15957,15873,15706,12,JPE21032933,Intel Corp,SPTSHP2PMCDF,15790.25
63.5,15625,14492,15384,15706,6,JPA22241934,Intel Corp,SPTSHP2PMCDF,15301.75
63.5,12931,12820,12875,12875,6,JPE21311985,Accelight,AQP100C-C-LRL,12875.25
63.5,15228,15306,15384,15306,21,JPE22230232,Intel Corp,SPTSHP2PMCDF,15306.0
63.5,12987,12987,13157,12987,1,SGD21401658,Accelight,AQP100C-C-LRL,13029.5
63.5,15789,15706,15706,15957,6,JPE22230171,Intel Corp,SPTSHP2PMCDF,15789.5
63.5,13043,13043,13100,13100,1,JPE21314444,Accelight,AQP100C-C-LRL,13071.5
63.5,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.5,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.5,13215,13157,13157,13157,1,SGD21302094,Finisar,FCBN425QF1C10-OR,13171.5
63.5,15075,15228,14925,14925,6,JPA22231694,Intel Corp,SPTSHP2PMCDF,15038.25
63.5,15789,15706,15873,15957,40,JPE22230499,Intel Corp,SPTSHP2PMCDF,15831.25
63.5,15075,15228,14925,14925,6,JPA22231694,Intel Corp,SPTSHP2PMCDF,15038.25
63.5,15000,14925,15075,15228,24,JPE22230186,Intel Corp,SPTSHP2PMCDF,15057.0
63.5,13636,13636,13636,13636,2,SGD21302447,Accelight,AQP100C-C-LRL,13636.0
63.5,16304,16393,16393,16129,6,JPE22201588,Intel Corp,SPTSHP2PMCDF,16304.75
63.5,12875,12931,12875,12875,3,SGD22057368,AOI,AQPLBCQ4EDMA1072,12889.0
63.5,12000,12048,12000,12000,1,SGD21016753,Finisar,FCBN425QF1C02-OR,12012.0
63.5,17241,16853,16759,17045,37,JPA22231679,Intel Corp,SPTSHP2PMCDF,16974.5
63.5,16393,16216,16304,16304,6,JPE22230163,Intel Corp,SPTSHP2PMCDF,16304.25
63.5,15706,15706,15789,15789,2,SGD22074334,Finisar,FCBN425QF1C02-OR,15747.5
63.5,16042,15957,16216,16042,37,JPE21032860,Intel Corp,SPTSHP2PMCDF,16064.25
63.5,14851,15151,14778,15789,38,JPA22473511,Intel Corp,SPTSHP2PMCDF,15142.25
63.5,15384,15306,15306,15306,11,JPA22231447,Intel Corp,SPTSHP2PMCDF,15325.5
63.5,13333,13953,13761,13574,11,JPA22473538,Intel Corp,SPTSHP2PMCDF,13655.25
63.5,13333,13953,13761,13574,11,JPA22473538,Intel Corp,SPTSHP2PMCDF,13655.25
63.5,13333,13953,13761,13574,11,JPA22473538,Intel Corp,SPTSHP2PMCDF,13655.25
63.5,16304,16216,16042,16042,3,JPE20255064,Intel Corp,SPTSHP2PMCDF,16151.0
63.5,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF,15306.5
63.5,16666,16483,16759,16574,34,JPA22241197,Intel Corp,SPTSHP2PMCDF,16620.5
63.5,12396,12396,12396,12396,2,JPE20481790,Finisar,FCBN425QF1C10-OR,12396.0
63.5,12448,12448,12500,12552,5,SGD21301599,Finisar,FCBN425QF1C10-OR,12487.0
63.5,15706,15706,16042,15706,12,JPE22201546,Intel Corp,SPTSHP2PMCDF,15790.0
63.5,12987,13043,13043,13100,2,SGD21068152,AOI,AQPLBCQ4EDMA1072,13043.25
63.5,15463,15384,15873,15789,3,JPA22231749,Intel Corp,SPTSHP2PMCDF,15627.25
63.5,17142,17241,16949,17241,5,JPE22200049,Intel Corp,SPTSHP2PMCDF,17143.25
63.5,17543,17543,17441,16949,32,JPA22231709,Intel Corp,SPTSHP2PMCDF,17369.0
63.5,17751,17647,17647,17751,15,JPA22231436,Intel Corp,SPTSHP2PMCDF,17699.0
63.5,16042,16042,15706,15957,32,JPE22230231,Intel Corp,SPTSHP2PMCDF,15936.75
63.5,12000,12048,12048,12000,1,JPE22200539,AOI,AQPLBCQ4EDMA1072,12024.0
63.5,14423,14423,14423,14423,1,JPE21402353,Accelight,AQP100C-C-LRL,14423.0
63.5,14925,15000,14778,14925,38,JPA22242020,Intel Corp,SPTSHP2PMCDF,14907.0
63.5,15075,14925,15706,15625,10,JPA22231443,Intel Corp,SPTSHP2PMCDF,15332.75
63.5,14778,15000,14925,15151,21,JPE22200169,Intel Corp,SPTSHP2PMCDF,14963.5
63.5,14084,14218,13953,13953,32,JPA22362474,Intel Corp,SPTSHP2PMCDF,14052.0
63.5,15544,15789,15789,15706,12,JPA22231695,Intel Corp,SPTSHP2PMCDF,15707.0
63.5,15544,15789,15789,15706,12,JPA22231695,Intel Corp,SPTSHP2PMCDF,15707.0
63.5,15873,15957,15873,15706,9,JPE22230151,Intel Corp,SPTSHP2PMCDF,15852.25
63.5,12987,12875,12931,12875,1,JPE21312141,Finisar,FCBN425QF1C02-OR,12917.0
63.5,15544,15544,15544,15544,1,SGD21471017,Accelight,AQP100C-C-LRL,15544.0
63.5,13953,14423,14423,14423,34,JPA22473719,Intel Corp,SPTSHP2PMCDF,14305.5
63.5,13513,13513,13574,13513,1,SGD22074225,Finisar,FCBN425QF1C10-OR,13528.25
63.5,12345,12552,12500,12605,1,SGD22057282,Finisar,FCBN425QF1C02-OR,12500.5
63.5,13513,13574,13574,13574,4,JPA22362582,Intel Corp,SPTSHP2PMCDF,13558.75
63.4,16042,15625,16216,16216,18,JPE22201589,Intel Corp,SPTSHP2PMCDF,16024.75
63.4,15625,15873,15228,15384,3,JPA22242174,Intel Corp,SPTSHP2PMCDF,15527.5
63.4,13274,13274,13215,13215,1,SGD21302437,Finisar,FCBN425QF1C02-OR,13244.5
63.4,13100,13100,13157,13157,1,JPE20482206,Accelight,AQP100C-C-LRL,13128.5
63.4,16042,16042,16129,16042,38,JPA22231458,Intel Corp,SPTSHP2PMCDF,16063.75
63.4,12875,12931,12875,12875,3,SGD22057368,Finisar,FCBN425QF1C02-OR,12889.0
63.4,12875,12931,12875,12875,3,SGD22057368,AOI,AQPLBCQ4EDMA1072,12889.0
63.4,12195,12195,12145,12195,1,SGD21242698,AOI,AQPLBCQ4EDMA1072,12182.5
63.4,15000,14925,15075,15228,24,JPE22230186,Intel Corp,SPTSHP2PMCDF,15057.0
63.4,16483,16483,16574,16042,12,JPE22200120,Intel Corp,SPTSHP2PMCDF,16395.5
63.4,15000,14925,15075,15228,24,JPE22230186,Intel Corp,SPTSHP2PMCDF,15057.0
63.4,15873,14563,15706,14634,15,JPE22230502,Intel Corp,SPTSHP2PMCDF,15194.0
63.4,13761,13636,13636,13698,1,JPE22031016,Finisar,FCBN425QF1C02-OR,13682.75
63.4,15706,15789,15706,15706,6,JPA22231733,Intel Corp,SPTSHP2PMCDF,15726.75
63.4,12500,12500,12500,12396,2,JPE22100092,AOI,AQPLBCQ4EDMA1072,12474.0
63.4,14851,15151,14778,15789,38,JPA22473511,Intel Corp,SPTSHP2PMCDF,15142.25
63.4,14634,14925,14563,14705,10,FGN2322031P,Intel Corp,SPTSHP2PMCDF,14706.75
63.4,13274,13274,13215,13333,23,JPE21392252,Finisar,FCBN425QF1C02-OR,13274.0
63.4,12195,12244,12244,12195,3,SGD22057219,AOI,AQPLBCQ4EDMA1072,12219.5
63.4,15151,15151,15075,15306,5,JPE21045729,Intel Corp,SPTSHP2PMCDF,15170.75
63.4,15151,15151,15075,15306,5,JPE21045729,Intel Corp,SPTSHP2PMCDF,15170.75
63.4,15151,15151,15075,15306,5,JPE21045729,Intel Corp,SPTSHP2PMCDF,15170.75
63.4,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF,15306.5
63.4,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF,15306.5
63.4,13513,13513,13574,13513,1,SGD22074225,Finisar,FCBN425QF1C02-OR,13528.25
63.4,11811,12096,12096,12145,9,JPE22230216,Finisar,FTCD4523E2PCM-4A,12037.0
63.4,14778,14851,15000,14851,21,JPE22230501,Intel Corp,SPTSHP2PMCDF,14870.0
63.4,14778,14925,14634,15000,3,JPA22480602,Intel Corp,SPTSHP2PMCDF,14834.25
63.4,12096,12048,12096,12000,5,JPE20462160,AOI,AQPLBCQ4EDMA1072,12060.0
63.4,12345,12396,12295,12345,4,SGD22057297,AOI,AQPLBCQ4EDMA1072,12345.25
63.4,13392,13274,13452,13333,31,JPE21051898,Intel Corp,SPTSHP2PMCDF,13362.75
63.4,13392,13274,13452,13333,31,JPE21051898,Intel Corp,SPTSHP2PMCDF,13362.75
63.4,14778,15000,14925,15151,21,JPE22200169,Intel Corp,SPTSHP2PMCDF,14963.5
63.4,14778,15000,14925,15151,21,JPE22200169,Intel Corp,SPTSHP2PMCDF,14963.5
63.4,14778,14925,14634,15000,3,JPA22480602,Intel Corp,SPTSHP2PMCDF,14834.25
63.4,15706,15463,14925,15706,18,JPA22231435,Intel Corp,SPTSHP2PMCDF,15450.0
63.4,15706,15706,16042,15706,12,JPE22201546,Intel Corp,SPTSHP2PMCDF,15790.0
63.4,15706,15463,14925,15706,18,JPA22231435,Intel Corp,SPTSHP2PMCDF,15450.0
63.4,15706,15957,15306,15463,9,JPA22231478,Intel Corp,SPTSHP2PMCDF,15608.0
63.4,16304,16666,16574,16393,15,JPE22230201,Intel Corp,SPTSHP2PMCDF,16484.25
63.4,15228,15463,15228,15151,10,JPA22231708,Intel Corp,SPTSHP2PMCDF,15267.5
63.4,15789,15306,15957,15306,24,JPA22231433,Intel Corp,SPTSHP2PMCDF,15589.5
63.4,15228,15463,15228,15151,10,JPA22231708,Intel Corp,SPTSHP2PMCDF,15267.5
63.4,15228,15463,15228,15151,10,JPA22231708,Intel Corp,SPTSHP2PMCDF,15267.5
63.4,14778,14492,14634,14925,24,JPE22230127,Intel Corp,SPTSHP2PMCDF,14707.25
63.4,16393,16216,16304,16304,6,JPE22230163,Intel Corp,SPTSHP2PMCDF,16304.25
63.4,12931,12875,12987,12931,3,SGD21301988,Accelight,AQP100C-C-LRL,12931.0
63.4,12765,12765,12820,12765,6,SGD21302156,Finisar,FCBN425QF1C10-OR,12778.75
63.4,15463,14218,15228,14218,4,JPA22473691,Intel Corp,SPTSHP2PMCDF,14781.75
63.4,18072,17964,17751,18072,9,JPA22231444,Intel Corp,SPTSHP2PMCDF,17964.75
63.4,14925,15000,14778,14925,38,JPA22242020,Intel Corp,SPTSHP2PMCDF,14907.0
63.4,15384,15463,15384,15151,12,JPE22230215,Intel Corp,SPTSHP2PMCDF,15345.5
63.4,12396,12396,12396,12396,2,JPE20481790,AOI,AQPLBCQ4EDMA1072,12396.0
63.4,13452,13513,13513,13513,2,SGD21492530,Finisar,FCBN425QF1C02-OR,13497.75
63.4,12048,12048,12048,12048,3,JPE21414173,Accelight,AQP100C-C-LRL,12048.0
63.4,13636,13574,13636,13636,4,JPE21311999,Finisar,FCBN425QF1C10-OR,13620.5
63.4,15075,15228,14925,14925,6,JPA22231694,Intel Corp,SPTSHP2PMCDF,15038.25
63.4,12000,12048,12000,12000,1,SGD21016753,Finisar,FCBN425QF1C10-OR,12012.0
63.4,12987,12875,12931,12875,1,JPE21312141,Finisar,FCBN425QF1C10-OR,12917.0
63.4,13333,13953,13761,13574,11,JPA22473538,Intel Corp,SPTSHP2PMCDF,13655.25
63.4,14492,14851,14563,14778,38,JPE21071535,Intel Corp,SPTSHP2PMCDF,14671.0
63.3,16759,16666,16949,16759,34,JPE21032876,Intel Corp,SPTSHP2PMCDF,16783.25
63.3,13824,13513,13953,13636,9,JPE21045690,Intel Corp,SPTSHP2PMCDF,13731.5
63.3,12096,12145,12096,12195,9,JPE22230119,Finisar,FTCD4523E2PCM-4A,12133.0
63.3,12500,12875,12658,12765,33,JPE21032859,Intel Corp,SPTSHP2PMCDF,12699.5
63.3,16759,16759,16759,16759,1,SGD22056656,AOI,AQPLBCQ4EDMA1072,16759.0
63.3,12000,12048,12000,12000,1,SGD21016753,AOI,AQPLBCQ4EDMA1072,12012.0
63.3,14778,14851,15000,14851,21,JPE22230501,Intel Corp,SPTSHP2PMCDF,14870.0
63.3,15000,14925,15075,15228,24,JPE22230186,Intel Corp,SPTSHP2PMCDF,15057.0
63.3,14150,14150,14084,14084,18,JPE22230130,Intel Corp,SPTSHP2PMCDF,14117.0
63.3,14851,15151,14778,15789,38,JPA22473511,Intel Corp,SPTSHP2PMCDF,15142.25
63.3,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF,15306.5
63.3,16483,16483,16129,16304,9,JPA22331468,Intel Corp,SPTSHP2PMCDF,16349.75
63.3,14634,15544,15306,14778,9,JPA22241954,Intel Corp,SPTSHP2PMCDF,15065.5
63.3,15873,14563,15706,14634,15,JPE22230502,Intel Corp,SPTSHP2PMCDF,15194.0
63.3,15228,15306,15384,15306,21,JPE22230232,Intel Corp,SPTSHP2PMCDF,15306.0
63.3,14705,14423,14705,14563,6,JPE21045772,Intel Corp,SPTSHP2PMCDF,14599.0
63.3,14218,14423,14354,14285,3,JPA22473440,Intel Corp,SPTSHP2PMCDF,14320.0
63.3,16042,16042,16129,16042,38,JPA22231458,Intel Corp,SPTSHP2PMCDF,16063.75
63.3,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.3,15544,15228,15151,15706,33,JPA22231748,Intel Corp,SPTSHP2PMCDF,15407.25
63.3,13513,13513,13574,13513,1,SGD22074225,Finisar,FCBN425QF1C02-OR,13528.25
63.3,15075,14925,15000,15000,1,SGD22023745,AOI,AQPLBCQ4EDMA1072,15000.0
63.3,15000,14563,14634,14925,31,JPE21071549,Intel Corp,SPTSHP2PMCDF,14780.5
63.3,12195,12244,12244,12195,3,SGD22057219,AOI,AQPLBCQ4EDMA1072,12219.5
63.3,15075,14925,15000,15000,1,SGD22023745,AOI,AQPLBCQ4EDMA1072,15000.0
63.3,14634,14705,15151,14851,9,JPE22230474,Intel Corp,SPTSHP2PMCDF,14835.25
63.3,15706,15873,15957,16042,10,JPE21051927,Intel Corp,SPTSHP2PMCDF,15894.5
63.3,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.3,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.3,14218,14778,14851,14018,15,JPA22231445,Intel Corp,SPTSHP2PMCDF,14466.25
63.3,14492,14851,14563,14778,38,JPE21071535,Intel Corp,SPTSHP2PMCDF,14671.0
63.3,14084,14218,13953,13953,32,JPA22362474,Intel Corp,SPTSHP2PMCDF,14052.0
63.3,17500,17441,17441,17500,3,JPE21404422,Finisar,FCBN425QF1C02-OR,17470.5
63.3,15075,14925,15706,15625,10,JPA22231443,Intel Corp,SPTSHP2PMCDF,15332.75
63.3,14084,14084,14084,14018,1,JPE21410653,Accelight,AQP100C-C-LRL,14067.5
63.3,15625,14492,15384,15706,6,JPA22241934,Intel Corp,SPTSHP2PMCDF,15301.75
63.3,14218,14150,14218,14150,6,SGD22074049,AOI,AQPLBCQ4EDMA1072,14184.0
63.3,14925,14925,15000,14563,10,JPA22242051,Intel Corp,SPTSHP2PMCDF,14853.25
63.3,14778,14492,14634,14925,24,JPE22230127,Intel Corp,SPTSHP2PMCDF,14707.25
63.3,14778,14492,14634,14925,24,JPE22230127,Intel Corp,SPTSHP2PMCDF,14707.25
63.3,14778,14492,14634,14925,24,JPE22230127,Intel Corp,SPTSHP2PMCDF,14707.25
63.3,15706,15789,15706,15706,6,JPA22231733,Intel Corp,SPTSHP2PMCDF,15726.75
63.3,14925,15000,14778,14925,38,JPA22242020,Intel Corp,SPTSHP2PMCDF,14907.0
63.3,15075,15228,14925,14925,6,JPA22231694,Intel Corp,SPTSHP2PMCDF,15038.25
63.3,14218,14218,14218,14285,1,SGD21492532,AOI,AQPLBCQ4EDMA1072,14234.75
63.3,14925,15000,14778,14925,38,JPA22242020,Intel Corp,SPTSHP2PMCDF,14907.0
63.3,14150,13888,14084,14018,33,JPA22473494,Intel Corp,SPTSHP2PMCDF,14035.0
63.3,14705,14778,14634,14492,37,JPE22230484,Intel Corp,SPTSHP2PMCDF,14652.25
63.3,12875,12931,12931,12931,3,SGD21301637,Accelight,AQP100C-C-LRL,12917.0
63.3,14851,14563,15544,15306,3,JPA22364117,Intel Corp,SPTSHP2PMCDF,15066.0
63.3,14851,14563,15544,15306,3,JPA22364117,Intel Corp,SPTSHP2PMCDF,15066.0
63.3,15228,15306,15228,15544,11,JPA22362581,Intel Corp,SPTSHP2PMCDF,15326.5
63.3,15873,15789,15706,15789,39,JPA22242247,Intel Corp,SPTSHP2PMCDF,15789.25
63.3,13513,12552,13274,12244,40,JPE21032855,Intel Corp,SPTSHP2PMCDF,12895.75
63.3,12500,12500,12500,12396,2,JPE22100092,AOI,AQPLBCQ4EDMA1072,12474.0
63.3,14150,14423,14778,14634,32,JPE21071497,Intel Corp,SPTSHP2PMCDF,14496.25
63.3,14492,14563,14492,14492,1,SGD21493003,Finisar,FCBN425QF1C02-OR,14509.75
63.3,16759,16393,16216,16574,4,JPE21071500,Intel Corp,SPTSHP2PMCDF,16485.5
63.3,14634,15544,15306,14778,9,JPA22241954,Intel Corp,SPTSHP2PMCDF,15065.5
63.3,12987,12931,12987,12987,3,SGD22074873,AOI,AQPLBCQ4EDMA1072,12973.0
63.3,15000,15075,15151,15000,11,JPA22241182,Intel Corp,SPTSHP2PMCDF,15056.5
63.3,14218,14778,14851,14018,15,JPA22231445,Intel Corp,SPTSHP2PMCDF,14466.25
63.3,15873,15957,15873,15706,9,JPE22230151,Intel Corp,SPTSHP2PMCDF,15852.25
63.3,15000,15075,15151,15000,11,JPA22241182,Intel Corp,SPTSHP2PMCDF,15056.5
63.3,17500,17500,17500,17500,1,SGD22074868,AOI,AQPLBCQ4EDMA1072,17500.0
63.2,12048,12096,12048,12048,2,SGD21302097,AOI,AQPLBCQ4EDMA1072,12060.0
63.2,13100,13100,13157,13157,1,JPE20482206,Finisar,FCBN425QF1C02-OR,13128.5
63.2,13215,13636,13215,13274,11,JPE21045668,Intel Corp,SPTSHP2PMCDF,13335.0
63.2,14218,14218,14218,14285,1,SGD21492532,AOI,AQPLBCQ4EDMA1072,14234.75
63.2,14563,14563,13824,14492,33,FGN2318093N,Intel Corp,SPTSHP2PMCDF,14360.5
63.2,14218,14778,14851,14018,15,JPA22231445,Intel Corp,SPTSHP2PMCDF,14466.25
63.2,16304,16042,15873,16129,9,JPA22231706,Intel Corp,SPTSHP2PMCDF,16087.0
63.2,15544,15789,15789,15706,12,JPA22231695,Intel Corp,SPTSHP2PMCDF,15707.0
63.2,16304,16393,16393,16129,6,JPE22201588,Intel Corp,SPTSHP2PMCDF,16304.75
63.2,14778,14925,14634,15000,3,JPA22480602,Intel Corp,SPTSHP2PMCDF,14834.25
63.2,12987,12931,12987,12987,3,SGD22074873,Finisar,FCBN425QF1C02-OR,12973.0
63.2,13513,12552,13274,12244,40,JPE21032855,Intel Corp,SPTSHP2PMCDF,12895.75
63.2,16759,16949,16853,16574,6,JPE22230487,Intel Corp,SPTSHP2PMCDF,16783.75
63.2,14354,14354,14492,14423,34,JPE21071543,Intel Corp,SPTSHP2PMCDF,14405.75
63.2,16759,16949,16853,16574,6,JPE22230487,Intel Corp,SPTSHP2PMCDF,16783.75
63.2,13888,14084,13888,13953,24,JPA22242052,Intel Corp,SPTSHP2PMCDF,13953.25
63.2,14851,14705,14925,14851,9,JPA22473718,Intel Corp,SPTSHP2PMCDF,14833.0
63.2,15463,14218,15228,14218,4,JPA22473691,Intel Corp,SPTSHP2PMCDF,14781.75
63.2,15463,15625,14925,14778,38,JPE21045803,Intel Corp,SPTSHP2PMCDF,15197.75
63.2,15228,15075,15151,16129,3,JPA22231684,Intel Corp,SPTSHP2PMCDF,15395.75
63.2,12987,12987,13157,12987,1,SGD21401658,Accelight,AQP100C-C-LRL,13029.5
63.2,12987,12987,13157,12987,1,SGD21401658,Finisar,FCBN425QF1C10-OR,13029.5
63.2,13392,13274,13452,13333,31,JPE21051898,Intel Corp,SPTSHP2PMCDF,13362.75
63.2,14925,14925,15000,14563,10,JPA22242051,Intel Corp,SPTSHP2PMCDF,14853.25
63.2,14705,14423,14705,14563,6,JPE21045772,Intel Corp,SPTSHP2PMCDF,14599.0
63.2,12605,12658,12658,12500,40,JPE21032979,Intel Corp,SPTSHP2PMCDF,12605.25
63.2,15625,15463,15789,15789,6,JPA22242203,Intel Corp,SPTSHP2PMCDF,15666.5
63.2,13888,14492,14563,14423,24,JPE22230226,Intel Corp,SPTSHP2PMCDF,14341.5
63.2,14778,14851,15000,14851,21,JPE22230501,Intel Corp,SPTSHP2PMCDF,14870.0
63.2,16759,16393,16216,16574,4,JPE21071500,Intel Corp,SPTSHP2PMCDF,16485.5
63.2,13392,13888,13574,13392,39,JPE21033009,Intel Corp,SPTSHP2PMCDF,13561.5
63.2,13888,14492,14563,14423,24,JPE22230226,Intel Corp,SPTSHP2PMCDF,14341.5
63.2,13888,14492,14563,14423,24,JPE22230226,Intel Corp,SPTSHP2PMCDF,14341.5
63.2,15228,15463,15228,15151,10,JPA22231708,Intel Corp,SPTSHP2PMCDF,15267.5
63.2,13392,13452,13452,13513,3,JPE20455134,AOI,AQPLBCQ4EDMA1072,13452.25
63.2,16759,16666,16949,16759,34,JPE21032876,Intel Corp,SPTSHP2PMCDF,16783.25
63.2,15228,15463,15228,15151,10,JPA22231708,Intel Corp,SPTSHP2PMCDF,15267.5
63.2,14492,14563,14492,14492,1,SGD21493003,Finisar,FCBN425QF1C02-OR,14509.75
63.2,13824,13574,13824,13698,12,JPA22242168,Intel Corp,SPTSHP2PMCDF,13730.0
63.2,15873,16216,16042,15957,9,JPA22362450,Intel Corp,SPTSHP2PMCDF,16022.0
63.2,11904,12145,12000,11952,15,JPE22230182,Finisar,FTCD4523E2PCM-4A,12000.25
63.2,13215,13157,13157,13157,1,SGD21302094,Finisar,FCBN425QF1C10-OR,13171.5
63.2,15151,15000,15075,15151,37,JPA22362529,Intel Corp,SPTSHP2PMCDF,15094.25
63.2,15873,14563,15706,14634,15,JPE22230502,Intel Corp,SPTSHP2PMCDF,15194.0
63.2,17751,17647,17543,17341,4,JPE21045675,Intel Corp,SPTSHP2PMCDF,17570.5
63.2,12195,12244,12244,12195,3,SGD22057219,AOI,AQPLBCQ4EDMA1072,12219.5
63.2,13513,13513,13574,13513,1,SGD22074225,AOI,AQPLBCQ4EDMA1072,13528.25
63.2,13513,13574,13574,13574,4,JPA22362582,Intel Corp,SPTSHP2PMCDF,13558.75
63.2,15000,14925,15075,15228,24,JPE22230186,Intel Corp,SPTSHP2PMCDF,15057.0
63.2,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF,15306.5
63.2,14150,13888,14084,14018,33,JPA22473494,Intel Corp,SPTSHP2PMCDF,14035.0
63.2,14851,15151,14778,15789,38,JPA22473511,Intel Corp,SPTSHP2PMCDF,15142.25
63.2,13636,13574,13574,13574,1,JPE22097831,Finisar,FCBN425QF1C02-OR,13589.5
63.2,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF,15306.5
63.2,15000,15000,15151,14925,39,JPE22230191,Intel Corp,SPTSHP2PMCDF,15019.0
63.2,15000,15000,15151,14925,39,JPE22230191,Intel Corp,SPTSHP2PMCDF,15019.0
63.2,13636,13574,13574,13574,1,JPE22097831,Finisar,FCBN425QF1C02-OR,13589.5
