Interface_Temp,Fan_FanTray1Fan1Sensor1,Fan_FanTray2Fan1Sensor1,Fan_FanTray3Fan1Sensor1,Fan_FanTray4Fan1Sensor1,rack_unit,Device_local_sn,SFP_manufacturer,SFP_model
62.1,8595,8620,8645,8670,25,SGD20422076,FINISAR CORP,FCBN425QF1C10-OR
62.1,9036,9063,9090,9009,1,SGD21214448,FINISAR CORP,FCBN425QF1C02-OR
62.1,6237,6237,6224,6250,27,SGD21039899,FINISAR CORP,FCBN425QF1C10-OR
62.1,15544,15463,15384,15706,12,JPA22231685,Intel Corp,SPTSHP2PMCDF
62.1,3571,3521,3601,3546,36,JPE21114392,FINISAR CORP,FCBN425QF1C15-OR
62.1,5309,5300,5484,5366,10,JPE21493595,FINISAR CORP,FCBN425QF1C02-OR
62.1,15544,15463,15384,15706,12,JPA22231685,Intel Corp,SPTSHP2PMCDF
62.1,9146,9174,9146,9174,30,SGD22056956,FINISAR CORP,FCBN425QF1C02-OR
62.1,8620,8645,8620,8620,26,JPE20470748,AOI,AQPA9N10ADLN1205
62.1,8021,8021,8042,8000,7,SGD21067500,AOI,AQPLBCQ4EDMA1072
62.1,6787,6833,6833,6818,13,JPE21410477,FINISAR CORP,FCBN425QF1C02-OR
62.1,14563,14563,13824,14492,33,FGN2318093N,Intel Corp,SPTSHP2PMCDF
62.1,9900,9900,9868,9868,23,SGD22057018,FINISAR CORP,FCBN425QF1C07-OR
62.1,8356,8333,8310,8333,26,SGD21254634,FINISAR CORP,FCBN425QF1C20-OR
62.1,6550,6493,6593,6564,8,SGD21207230,AOI,AQPLBCQ4EDMA1072
62.1,5291,5444,5300,5357,15,JPE21493255,FINISAR CORP,FCBN425QF1C02-OR
62.1,6410,6423,6382,6396,30,JPE22190488,FINISAR CORP,FCBN425QF1C15-OR
62.1,7481,7500,7518,7537,3,JPE20452014,AOI,AQPLBCQ4EDMA1072
62.1,7389,7334,7371,7352,25,JPE21314433,FINISAR CORP,FCBN425QF1C10-OR
62.1,5253,5263,5347,5217,3,SGD21520805,Accelight,AQP100C-C-LRL
62.1,8219,8264,8264,8287,24,SGD20444864,FINISAR CORP,FCBN425QF1C15-OR
62.1,5976,5952,5976,5988,23,SGD20512853,FINISAR CORP,FCBN425QF1C02-OR
62.1,7712,7772,7772,7712,7,JPE22032297,Accelight,AQP100C-C-LRL
62.1,8287,8264,8241,8219,29,SGD21470680,FINISAR CORP,FCBN425QF1C02-OR
62.1,6147,6147,6198,6185,24,SGD21422804,FINISAR CORP,FCBN425QF1C20-OR
62.1,10273,10238,10273,10273,30,JPE21051659,FINISAR CORP,FCBN425QF1C10-OR
62.1,10273,10238,10273,10273,30,JPE21051659,FINISAR CORP,FCBN425QF1C10-OR
62.1,8902,8849,8823,8849,28,SGD22057465,FINISAR CORP,FCBN425QF1C20-OR
62.1,8174,8174,8196,8130,3,SGD21214167,Accelight,AQP100C-C-LRL
62.1,15000,15000,15151,14925,39,JPE22230191,Intel Corp,SPTSHP2PMCDF
62.1,9404,9404,9404,9404,30,SGD21039816,FINISAR CORP,FCBN425QF1C10-OR
62.1,6681,6696,6666,6696,28,SGD21521233,AOI,AQPA9N15ADLN1205
62.1,6896,6928,6960,6944,6,SGD20271473,AOI,AQPLBCQ4EDMA1072
62.1,9118,9146,9118,9118,25,JPE21404268,FINISAR CORP,FCBN425QF1C10-OR
62.1,7812,7812,7812,7812,3,SGD21017457,AOI,AQPLBCQ4EDMA1072
62.1,6160,6172,6263,6237,24,JPE21262871,O-NET,1AT-3Q4M10XX-14A
62.1,7731,7731,7672,7772,7,JPE20452160,FINISAR CORP,FCBN425QF1C10-OR
62.1,7614,7712,7731,7712,4,JPE20461975,AOI,AQPLBCQ4EDMA1072
62.1,11718,11627,11673,11673,27,JPE21392492,FINISAR CORP,FCBN425QF1C20-OR
62.1,14150,14150,14084,14084,18,JPE22230130,Intel Corp,SPTSHP2PMCDF
62.1,8823,8823,8771,8823,24,JPE21051618,FINISAR CORP,FCBN425QF1C20-OR
62.1,12295,12295,12295,12345,23,JPE21403977,FINISAR CORP,FCBN425QF1C02-OR
62.1,8196,8174,8174,8174,24,SGD20475181,FINISAR CORP,FCBN425QF1C10-OR
62.1,17500,17500,17500,17500,1,SGD22074868,FINISAR CORP,FCBN425QF1C02-OR
62.1,7874,7874,7874,7874,30,SGD21301946,FINISAR CORP,FCBN425QF1C02-OR
62.1,9146,9174,9202,9174,27,JPE20470722,AOI,AQPA9N20ADLN1205
62.1,7159,7142,7177,7159,6,SGD21068063,FINISAR CORP,FCBN425QF1C02-OR
62.1,9433,9404,9433,9433,7,JPE20285187,FINISAR CORP,FCBN425QF1C02-OR
62.1,9118,8450,25500,9202,21,JPE22230233,FINISAR,FTCD4523E2PCM-4A
62.1,6000,6048,6000,6072,2,SGD20436301,AOI,AQPLBCQ4EDMA1072
62.1,6198,6172,6237,6289,11,JPE21072367,FINISAR CORP,FCBN425QF1C02-OR
62.1,7228,7194,7246,7281,8,SGD21017392,FINISAR CORP,FCBN425QF1C10-OR
62.1,8498,8498,8522,8474,5,SGD20267061,AOI,AQPLBCQ4EDMA1072
62.1,8498,8498,8522,8474,5,SGD20267061,AOI,AQPLBCQ4EDMA1072
62.1,8196,8219,8196,8174,26,JPE21051629,FINISAR CORP,FCBN425QF1C10-OR
62.1,8522,8571,8522,8547,29,SGD21017160,FINISAR CORP,FCBN425QF1C15-OR
62.1,8064,8086,8064,8152,4,SGD21521022,FINISAR CORP,FCBN425QF1C02-OR
62.1,9230,9259,9259,9259,6,JPE21490830,FINISAR CORP,FCBN425QF1C10-OR
62.1,8196,8152,8219,8174,30,SGD21521420,FINISAR CORP,FCBN425QF1C10-OR
62.1,8287,8333,8310,8333,5,SGD20475071,AOI,AQPLBCQ4EDMA1072
62.1,9202,9202,9146,9202,25,SGD20452767,FINISAR CORP,FCBN425QF1C10-OR
62.1,7159,7177,7142,7159,26,SGD21470572,FINISAR CORP,FCBN425QF1C02-OR
62.1,5376,5347,5405,5309,1,JPE20462308,AOI,AQPLBCQ4EDMA1072
62.1,6976,6960,7009,6993,8,SGD20436257,FINISAR CORP,FCBN425QF1C02-OR
62.1,10000,10000,10000,9966,3,JPE22106779,Accelight,AQP100C-C-LRL
62.1,5747,5681,5747,5524,30,JPE20452778,FINISAR CORP,FCBN425QF1C15-OR
62.1,8620,8670,8670,8670,4,JPE21392383,FINISAR CORP,FCBN425QF1C02-OR
62.1,5802,5791,5859,5780,27,SGD20421480,FINISAR CORP,FCBN425QF1C15-OR
62.1,8955,8955,8955,8955,24,SGD20453135,FINISAR CORP,FCBN425QF1C15-OR
62.1,8108,8064,8086,8064,2,SGD21016659,AOI,AQPA9N10ADLN1205
62.1,7712,7653,7692,7751,2,SGD21207558,FINISAR CORP,FCBN425QF1C02-OR
62.1,6944,6993,7009,7009,6,JPE21270955,FINISAR CORP,FCBN425QF1C02-OR
62.1,7614,7537,7575,7594,4,SGD21085944,AOI,AQPLBCQ4EDMA1072
62.1,10489,10416,10489,10452,23,JPE21312316,O-NET,1AT-3Q4M10XX-14A
62.1,8310,8310,8333,8333,24,SGD21132147,AOI,AQPA9N15ADLN1205
62.1,8152,8152,8174,8152,6,SGD20445104,FINISAR CORP,FCBN425QF1C10-OR
62.1,15306,15463,15151,15306,5,JPA22231668,Intel Corp,SPTSHP2PMCDF
62.1,7936,7915,7915,7894,5,JPE22192010,O-NET,1AT-3Q4M10XX-14A
62.1,7481,7444,7481,7462,26,SGD20271766,FINISAR CORP,FCBN425QF1C02-OR
62.1,7481,7444,7481,7462,26,SGD20271766,FINISAR CORP,FCBN425QF1C15-OR
62.1,6711,6666,6651,6607,2,JPE20452049,O-NET,1AT-3Q4M10XX-14A
62.1,9646,9615,9646,9615,2,JPE20482329,AOI,AQPLBCQ4EDMA1072
62.1,8152,8108,8152,8086,30,SGD20445637,FINISAR CORP,FCBN425QF1C15-OR
62.1,9259,9259,9230,9230,27,JPE20471107,FINISAR CORP,FCBN425QF1C10-OR
62.1,6507,6465,6479,6521,16,JPE21414231,FINISAR CORP,FCBN425QF1C02-OR
62.1,6507,6465,6479,6521,16,JPE21414231,FINISAR CORP,FCBN425QF1C02-OR
62.1,7444,7500,7462,7444,29,HBG230703EE,O-NET,1AT-3Q4M10XX-14A
62.1,9345,9316,9316,9316,1,JPE20285262,AOI,AQPLBCQ4EDMA1072
62.1,8241,8219,8219,8241,27,SGD21471028,FINISAR CORP,FCBN425QF1C20-OR
62.1,3154,3181,3232,3208,32,JPE21114413,FINISAR CORP,FCBN425QF1C15-OR
62.1,7177,7159,7211,6976,29,SGD21067553,FINISAR CORP,FCBN425QF1C10-OR
62.1,9345,9316,9316,9287,27,SGD21132275,FINISAR CORP,FCBN425QF1C10-OR
62.1,8174,8174,8264,8174,3,JPE20450507,FINISAR CORP,FCBN425QF1C10-OR
62.1,5747,5758,5714,5628,17,SGD21067872,FINISAR CORP,FCBN425QF1C02-OR
62.1,16393,16216,16304,16304,6,JPE22230163,Intel Corp,SPTSHP2PMCDF
62.1,14925,14925,15000,14563,10,JPA22242051,Intel Corp,SPTSHP2PMCDF
62.1,5976,6036,6024,5988,2,SGD20311107,Intel Corp,SPTSLP2SLCDF
62.1,9900,9900,9900,9933,7,SGD22057043,FINISAR CORP,FCBN425QF1C02-OR
62.1,7042,7025,7009,6976,25,JPE21404683,O-NET,1AT-3Q4M15XX-14A
62.1,8174,8174,8264,8174,3,JPE20450507,AOI,AQPLBCQ4EDMA1072
62.1,14778,14851,15000,14851,21,JPE22230501,Intel Corp,SPTSHP2PMCDF
62.1,9345,9316,9316,9287,27,SGD21132275,FINISAR CORP,FCBN425QF1C20-OR
62.1,8982,8982,8955,9009,4,JPE21404505,Accelight,AQP100C-C-LRL
62.1,9584,9554,9554,9554,29,JPE20455247,FINISAR CORP,FCBN425QF1C10-OR
62.1,6396,6437,6410,6382,27,SGD22023493,FINISAR CORP,FCBN425QF1C07-OR
62.1,6802,6741,6802,6741,8,JPE20462419,FINISAR CORP,FCBN425QF1C02-OR
62.1,11363,11320,11363,11320,25,JPE22105891,FINISAR CORP,FCBN425QF1C07-OR
62.1,7792,7772,7772,7772,16,SGD22023297,FINISAR CORP,FCBN425QF1C10-OR
62.1,10909,10909,10948,10869,1,SGD22023277,FINISAR CORP,FCBN425QF1C10-OR
62.1,11363,11450,11450,11406,6,JPE20482153,AOI,AQPLBCQ4EDMA1072
62.1,15873,15306,15306,16042,9,JPA22241154,Intel Corp,SPTSHP2PMCDF
62.1,15873,15306,15306,16042,9,JPA22241154,Intel Corp,SPTSHP2PMCDF
62.1,5952,5905,5870,5825,12,JPE21072483,FINISAR CORP,FCBN425QF1C10-OR
62.1,7263,7263,7299,7317,41,SGD20512633,FINISAR CORP,FCBN425QF1C15-OR
62.1,8771,8746,8771,8849,8,JPE21321009,AOI,AQPA9N10ADLN1205
62.1,16949,16949,16949,16853,18,JPA22231431,Intel Corp,SPTSHP2PMCDF
62.1,7614,7614,7633,7594,28,JPE20461912,FINISAR CORP,FCBN425QF1C15-OR
62.1,9287,9259,9316,9345,29,SGD22074011,FINISAR CORP,FCBN425QF1C02-OR
62.1,16949,16949,16949,16853,18,JPA22231431,Intel Corp,SPTSHP2PMCDF
62.1,7075,7058,7042,7025,12,SGD21520847,FINISAR CORP,FCBN425QF1C07-OR
62.1,8130,8108,8130,8130,3,JPE21051717,Accelight,AQP100C-C-LRL
62.1,7594,7594,7594,7556,3,SGD22023531,FINISAR CORP,FCBN425QF1C02-OR
62.1,8955,8902,8928,8928,5,JPE21404116,FINISAR CORP,FCBN425QF1C02-OR
62.1,16129,16042,16483,15789,37,JPA22231697,Intel Corp,SPTSHP2PMCDF
62.1,8720,8720,8720,8771,23,SGD20392264,FINISAR CORP,FCBN425QF1C03-OR
62.1,15625,14492,15384,15706,6,JPA22241934,Intel Corp,SPTSHP2PMCDF
62.1,15625,14492,15384,15706,6,JPA22241934,Intel Corp,SPTSHP2PMCDF
62.1,10638,10752,10676,10714,8,SGD21470978,FINISAR CORP,FCBN425QF1C02-OR
62.1,7633,7653,7614,7614,3,SGD21039902,AOI,AQPLBCQ4EDMA1072
62.1,8771,8746,8771,8849,8,JPE21321009,Accelight,AQP100C-C-LRL
62.1,11627,11627,11583,11627,29,SGD21301888,FINISAR CORP,FCBN425QF1C02-OR
62.1,7712,7692,7751,7731,26,JPE20461909,FINISAR CORP,FCBN425QF1C10-OR
62.1,6864,6896,6849,6896,28,JPE21271142,FINISAR CORP,FCBN425QF1C02-OR
62.1,11583,11583,11583,11583,2,SGD22023451,FINISAR CORP,FCBN425QF1C02-OR
62.1,16216,15873,15873,15789,37,JPE21045775,Intel Corp,SPTSHP2PMCDF
62.1,10273,10309,10273,10309,25,SGD21301895,FINISAR CORP,FCBN425QF1C10-OR
62.1,7299,7317,7334,7334,29,SGD21067655,FINISAR CORP,FCBN425QF1C02-OR
62.1,7614,7653,7633,7672,7,JPE21330791,FINISAR CORP,FCBN425QF1C10-OR
62.1,8720,8720,8720,8720,6,SGD21491928,AOI,AQPLBCQ4EDMA1072
62.1,8695,8670,8695,8695,25,SGD22057006,FINISAR CORP,FCBN425QF1C02-OR
62.1,8695,8670,8695,8695,25,SGD22057006,FINISAR CORP,FCBN425QF1C02-OR
62.1,8064,8086,8042,8064,4,SGD21360634,FINISAR CORP,FCBN425QF1C02-OR
62.1,7194,7177,7159,7228,4,SGD21067703,Hisense,DQF8503-4C03
62.1,17441,17441,17543,17751,10,JPE22230486,Intel Corp,SPTSHP2PMCDF
62.1,17441,17441,17543,17751,10,JPE22230486,Intel Corp,SPTSHP2PMCDF
62.1,9174,9202,9202,9202,26,SGD21067799,FINISAR CORP,FCBN425QF1C02-OR
62.1,6711,6726,6726,6711,25,SGD22023484,FINISAR CORP,FCBN425QF1C02-OR
62.1,11494,11673,12987,11278,39,JPE21033049,Intel Corp,SPTSHP2PMCDF
62.1,10033,10000,10000,10000,10,SGD22056850,FINISAR CORP,FCBN425QF1C02-OR
62.1,8219,8196,8196,8196,7,SGD21242450,O-NET,1AT-3Q4M10XX-14A
62.1,9463,9375,9433,9433,5,JPE21314378,Accelight,AQP100C-C-LRL
62.1,3432,3374,3409,3344,28,JPE21305443,FINISAR CORP,FCBN425QF1C15-OR
62.1,9933,9868,9933,9900,25,JPE21322667,FINISAR CORP,FCBN425QF1C10-OR
62.1,7444,7518,7481,7481,7,SGD21017243,FINISAR CORP,FCBN425QF1C10-OR
62.1,15789,16042,16393,16129,6,JPA22231460,Intel Corp,SPTSHP2PMCDF
62.1,9345,9433,9375,9404,1,SGD21302086,Accelight,AQP100C-C-LRL
62.1,7281,7299,7317,7228,1,SGD20445382,AOI,AQPLBCQ4EDMA1072
62.1,8086,8086,8021,8021,2,JPE20481913,AOI,AQPLBCQ4EDMA1072
62.1,8152,8086,8042,8086,4,SGD20435735,FINISAR CORP,FCBN425QF1C03-OR
62.1,5405,5444,5484,5464,16,JPE21490458,FINISAR CORP,FCBN425QF1C02-OR
62.1,6250,6185,6211,6211,30,SGD21067690,FINISAR CORP,FCBN425QF1C02-OR
62.1,9009,9036,9009,8982,27,SGD21436337,AOI,AQPA9N07ADLN1205
62.1,15873,15789,16042,15706,31,JPA22364110,Intel Corp,SPTSHP2PMCDF
62.1,6912,6944,6928,6912,7,SGD20435694,AOI,AQPLBCQ4EDMA1072
62.1,6833,6849,6896,6880,5,SGD22023616,FINISAR CORP,FCBN425QF1C10-OR
62.1,6833,6849,6896,6880,5,SGD22023616,FINISAR CORP,FCBN425QF1C10-OR
62.1,9202,9174,9118,9174,6,SGD21035603,FINISAR CORP,FCBN425QF1C10-OR
62.1,14084,14084,14084,14018,1,JPE21410653,FINISAR CORP,FCBN425QF1C02-OR
62.1,9375,9404,9404,9404,23,SGD20445403,FINISAR CORP,FCBN425QF1C10-OR
62.1,6147,6072,6109,6172,30,SGD22057343,O-NET,1AT-3Q4M15XX-14A
62.1,8902,8928,8902,8955,6,SGD21520690,FINISAR CORP,FCBN425QF1C02-OR
62.1,6172,6211,6160,6172,28,SGD20375628,FINISAR CORP,FCBN425QF1C15-OR
62.1,15463,14218,15228,14218,4,JPA22473691,Intel Corp,SPTSHP2PMCDF
62.1,8720,8746,8746,8746,25,JPE21311973,FINISAR CORP,FCBN425QF1C02-OR
62.1,6896,6896,6864,6896,1,SGD20453079,Eoptolink,EOLQ-131HG-O-5H5
62.1,9345,9316,9345,9375,2,SGD20492653,AOI,AQPLBCQ4EDMA1072
62.1,7575,7556,7556,7575,25,JPE20462239,FINISAR CORP,FCBN425QF1C10-OR
62.1,8333,8379,8356,8333,1,SGD20475201,AOI,AQPLBCQ4EDMA1072
62.1,8264,8264,8241,8264,11,SGD22023550,FINISAR CORP,FCBN425QF1C02-OR
62.1,8264,8264,8241,8264,11,SGD22023550,FINISAR CORP,FCBN425QF1C10-OR
62.1,8720,8746,8746,8746,25,JPE21311973,FINISAR CORP,FCBN425QF1C02-OR
62.1,6060,6024,6060,6097,10,JPE21072113,FINISAR CORP,FCBN425QF1C20-OR
62.1,6535,6493,6507,6535,12,JPE21353350,FINISAR CORP,FCBN425QF1C10-OR
62.1,8720,8746,8746,8746,25,JPE21311973,FINISAR CORP,FCBN425QF1C15-OR
62.1,7633,7614,7556,7575,6,SGD22057120,AOI,AQPLBCQ4EDMA1072
62.1,7194,7194,7211,7211,24,JPE21322642,FINISAR CORP,FCBN425QF1C10-OR
62.1,15000,14563,14634,14925,31,JPE21071549,Intel Corp,SPTSHP2PMCDF
62.1,14705,14778,14634,14492,37,JPE22230484,Intel Corp,SPTSHP2PMCDF
62.1,7978,8021,7978,7957,2,SGD20243287,FINISAR CORP,FCBN425QF1C02-OR
62.1,8042,8021,8000,8064,3,SGD22023634,FINISAR CORP,FCBN425QF1C10-OR
62.1,9118,9118,9118,9118,29,SGD21067765,FINISAR CORP,FCBN425QF1C07-OR
62.1,12145,12096,12096,12145,24,JPE21392305,FINISAR CORP,FCBN425QF1C02-OR
62.1,9118,9118,9118,9118,29,SGD21067765,FINISAR CORP,FCBN425QF1C10-OR
62.1,3154,3125,3092,3115,28,JPE21091751,FINISAR CORP,FCBN425QF1C15-OR
62.1,8595,8620,8571,8595,26,SGD21039801,FINISAR CORP,FCBN425QF1C10-OR
62.1,9230,9230,9202,9202,29,JPE21330924,FINISAR CORP,FCBN425QF1C02-OR
62.1,9345,9375,9345,9316,7,JPE21314332,FINISAR CORP,FCBN425QF1C10-OR
62.1,10309,10309,10344,10344,7,JPE21392506,Accelight,AQP100C-C-LRL
62.1,8849,8849,8875,8823,28,SGD21302424,FINISAR CORP,FCBN425QF1C02-OR
62.1,3896,3886,3861,3841,22,JPE21401560,FINISAR CORP,FCBN425QF1C20-OR
62.1,10309,10309,10344,10344,7,JPE21392506,FINISAR CORP,FCBN425QF1C10-OR
62.1,11235,11152,11194,11194,6,JPE20455088,AOI,AQPLBCQ4EDMA1072
62.1,15789,15706,15873,15957,40,JPE22230499,Intel Corp,SPTSHP2PMCDF
62.1,6342,6250,6289,6276,7,SGD21068100,AOI,AQPLBCQ4EDMA1072
62.1,7444,7462,7518,7481,29,SGD20445111,FINISAR CORP,FCBN425QF1C10-OR
62.1,8474,8498,8426,8474,3,SGD21470635,Accelight,AQP100C-C-LRL
62.1,6097,6097,6109,6160,13,SGD21184052,FINISAR CORP,FCBN425QF1C20-OR
62.1,16759,16949,16949,16666,18,JPA22231727,Intel Corp,SPTSHP2PMCDF
62.1,9868,9868,9900,9900,4,SGD20452855,AOI,AQPLBCQ4EDMA1072
62.1,10101,10169,10135,10169,2,SGD21067506,FINISAR CORP,FCBN425QF1C02-OR
62.1,7462,7444,7481,7500,5,SGD20436155,FINISAR CORP,FCBN425QF1C02-OR
62.1,7425,7407,7407,7407,25,SGD20512519,FINISAR CORP,FCBN425QF1C02-OR
62.1,13513,13574,13574,13574,4,JPA22362582,Intel Corp,SPTSHP2PMCDF
62.1,7915,7874,7874,7894,5,SGD21132593,FINISAR CORP,FCBN425QF1C02-OR
62.1,7334,7352,7317,7317,13,SGD21521308,FINISAR CORP,FCBN425QF1C20-OR
62.1,10101,10101,10033,10135,6,JPE21302295,FINISAR CORP,FCBN425QF1C10-OR
62.1,7009,7042,7042,7009,7,JPE21330905,FINISAR CORP,FCBN425QF1C02-OR
62.1,15544,15544,15544,15544,1,JPE20455038,FINISAR CORP,FCBN425QF1C02-OR
62.1,9118,9146,9174,9090,3,SGD22074203,FINISAR CORP,FCBN425QF1C02-OR
62.1,8771,8823,8849,8849,6,JPE21404656,FINISAR CORP,FCBN425QF1C02-OR
62.1,5649,5671,5692,5607,24,SGD22023677,O-NET,1AT-3Q4M15XX-14A
62.1,9433,9404,9433,9375,28,SGD21132378,FINISAR CORP,FCBN425QF1C20-OR
62.1,16304,16666,16574,16393,15,JPE22230201,Intel Corp,SPTSHP2PMCDF
62.1,8403,8379,8356,8379,5,SGD22023680,FINISAR CORP,FCBN425QF1C02-OR
62.1,10344,10273,10309,10273,2,SGD20512760,FINISAR CORP,FCBN425QF1C02-OR
62.1,7978,8000,7978,7936,4,SGD22074908,AOI,AQPLBCQ4EDMA1072
62.1,7772,7812,7792,7812,27,SGD21017453,FINISAR CORP,FCBN425QF1C10-OR
62.1,8403,8379,8356,8379,5,SGD22023680,FINISAR CORP,FCBN425QF1C10-OR
62.1,8902,8902,8875,8849,3,JPE21404076,FINISAR CORP,FCBN425QF1C02-OR
62.1,12500,12552,12552,12552,1,SGD21520710,FINISAR CORP,FCBN425QF1C02-OR
62.1,5474,5309,5309,5366,28,JPE21320987,FINISAR CORP,FCBN425QF1C10-OR
62.1,10526,10489,10452,10563,29,SGD21184174,FINISAR CORP,FCBN425QF1C02-OR
62.1,8720,8645,8670,8670,27,SGD20471678,FINISAR CORP,FCBN425QF1C10-OR
62.1,9900,9900,9966,9933,2,JPE21493388,FINISAR CORP,FCBN425QF1C02-OR
62.1,6237,6289,6263,6237,26,SGD21017283,FINISAR CORP,FCBN425QF1C10-OR
62.1,7142,7177,7194,7159,7,SGD21068203,FINISAR CORP,FCBN425QF1C10-OR
62.1,7142,7177,7194,7159,7,SGD21068203,FINISAR CORP,FCBN425QF1C02-OR
62.1,11583,11583,11538,11583,2,SGD22057326,FINISAR CORP,FCBN425QF1C10-OR
62.1,6960,6960,6976,6993,3,SGD21085212,FINISAR CORP,FCBN425QF1C02-OR
62.1,9433,9404,9433,9375,2,SGD21422656,FINISAR CORP,FCBN425QF1C02-OR
62.1,9900,9900,9868,9868,23,SGD22057018,FINISAR CORP,FCBN425QF1C02-OR
62.1,7853,7874,7874,7915,24,SGD20475029,FINISAR CORP,FCBN425QF1C15-OR
62.1,6085,6085,6097,6085,24,SGD20271552,FINISAR CORP,FCBN425QF1C10-OR
62.1,5870,5791,5802,5825,2,JPE21330849,Accelight,AQP100C-C-LRL
62.1,9375,9375,9375,9404,26,SGD20512104,FINISAR CORP,FCBN425QF1C03-OR
62.1,10489,10452,10489,10452,4,SGD21068043,FINISAR CORP,FCBN425QF1C10-OR
62.1,9375,9375,9375,9404,26,SGD20512104,FINISAR CORP,FCBN425QF1C02-OR
62.1,8403,8356,8379,8379,15,SGD22057245,FINISAR CORP,FCBN425QF1C10-OR
62.1,6000,6060,6036,5964,8,SGD21017089,Eoptolink,EOLQ-131HG-O-5H5
62.1,15075,15384,15306,15228,11,JPA22242228,Intel Corp,SPTSHP2PMCDF
62.1,8219,8241,8241,8196,27,SGD21053673,AOI,AQPA9N20ADLN1205
62.1,8219,8241,8241,8196,27,SGD21053673,FINISAR CORP,FCBN425QF1C02-OR
62.1,15384,15306,15384,15625,3,JPE21051932,Intel Corp,SPTSHP2PMCDF
62.1,7125,7159,7159,7109,7,SGD22023409,Hisense,DQF8503-4C03
62.1,9803,9836,9803,9740,29,JPE21382051,FINISAR CORP,FCBN425QF1C20-OR
62.1,7614,7614,7575,7614,26,SGD21067812,FINISAR CORP,FCBN425QF1C02-OR
62.1,9433,9433,9463,9463,30,SGD21242054,FINISAR CORP,FCBN425QF1C10-OR
62.1,9230,9259,9259,9287,24,SGD21017435,FINISAR CORP,FCBN425QF1C10-OR
62.1,5454,5434,5328,5395,4,JPW20332616,AOI,AQPLBCQ4EDMA1072
62.1,6928,6833,6864,6802,28,SGD21085477,FINISAR CORP,FCBN425QF1C15-OR
62.1,6036,5928,5952,5988,23,JPE22200501,FINISAR CORP,FCBN425QF1C10-OR
62.1,8000,7978,7936,7978,4,JPE21380354,FINISAR CORP,FCBN425QF1C02-OR
62.1,9404,9404,9404,9404,25,JPE21051617,FINISAR CORP,FCBN425QF1C10-OR
62.1,6263,6276,6237,6263,26,SGD21067501,FINISAR CORP,FCBN425QF1C20-OR
62.1,7462,7500,7444,7444,3,SGD20422109,FINISAR CORP,FCBN425QF1C02-OR
62.1,7575,7556,7518,7518,26,SGD22057231,FINISAR CORP,FCBN425QF1C02-OR
62.1,7594,7575,7556,7537,4,SGD20475361,FINISAR CORP,FCBN425QF1C07-OR
62.1,8333,8287,8264,8287,23,JPE20471051,FINISAR CORP,FCBN425QF1C10-OR
62.1,8720,8746,8771,8746,11,SGD22074865,FINISAR CORP,FCBN425QF1C20-OR
62.1,7109,7109,7058,7109,7,SGD20512680,AOI,AQPLBCQ4EDMA1072
62.1,6437,6437,6493,6451,5,SGD20453119,Eoptolink,EOLQ-131HG-O-5H5
62.1,6396,6423,6396,6382,3,SGD21067921,AOI,AQPLBCQ4EDMA1072
62.1,3658,3722,3712,3717,36,JPE21411489,O-NET,1AT-3Q4M15XX-14A
62.1,8426,8426,8426,8426,4,JPE21404457,FINISAR CORP,FCBN425QF1C02-OR
62.1,7812,7751,7772,7751,6,SGD21053096,FINISAR CORP,FCBN425QF1C02-OR
62.1,6550,6521,6564,6493,28,SGD21068141,FINISAR CORP,FCBN425QF1C10-OR
62.1,7751,7772,7772,7772,4,JPE22192702,Accelight,AQP100C-C-LRL
62.1,16216,15384,15873,15706,10,JPA22473448,Intel Corp,SPTSHP2PMCDF
62.1,11764,11811,11811,11811,7,SGD21301606,AOI,AQPLBCQ4EDMA1072
62.1,8547,8571,8547,8547,4,SGD21067984,AOI,AQPA9N10ADLN1205
62.1,11583,11583,11538,11583,2,SGD22057326,FINISAR CORP,FCBN425QF1C02-OR
62.1,9868,9868,9868,9868,3,SGD21520758,FINISAR CORP,FCBN425QF1C02-OR
62.1,5905,5917,5976,5917,4,JPE20434240,AOI,AQPLBCQ4EDMA1072
62.1,7575,7594,7556,7614,42,JPE21302121,O-NET,1AT-3Q4M07XX-14A
62.1,7575,7594,7594,7575,4,SGD20453095,AOI,AQPLBCQ4EDMA1072
62.1,8042,8108,8086,8108,6,SGD21302325,FINISAR CORP,FCBN425QF1C10-OR
62.1,15957,15706,16042,15873,39,JPE22230492,Intel Corp,SPTSHP2PMCDF
62.1,11235,11235,11194,11235,3,JPE20482435,FINISAR CORP,FCBN425QF1C10-OR
62.1,8000,7936,8000,8021,7,SGD20475093,AOI,AQPLBCQ4EDMA1072
62.1,10067,10135,10169,10169,3,SGD21067931,FINISAR CORP,FCBN425QF1C02-OR
62.1,8241,8241,8241,8264,7,JPE21410648,FINISAR CORP,FCBN425QF1C02-OR
62.1,8595,8620,8595,8595,10,SGD22075397,FINISAR CORP,FCBN425QF1C15-OR
62.1,7334,7281,7299,7263,26,JPE22183124,AOI,AQPA9N15ADLN1205
62.1,7334,7281,7299,7263,26,JPE22183124,O-NET,1AT-3Q4M10XX-14A
62.1,15544,15544,15544,15544,1,SGD21471017,FINISAR CORP,FCBN425QF1C02-OR
62.1,12820,12820,12820,12931,31,JPE21032894,Intel Corp,SPTSHP2PMCDF
62.1,6976,6912,6912,6896,29,JPE21410675,O-NET,1AT-3Q4M10XX-14A
